Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","17/11/2020 02:06"
"Last updated:","17/11/2020 02:06"
"Last Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=Fb2V
"Data definitions",https://www.unhcr.org/refugee-statistics-2/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:
"Country of asylum::"
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR’s mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2017,"Syrian Arab Rep.",SYR,Australia,AUS,477,128,0,,0,0
2017,"Syrian Arab Rep.",SYR,Austria,AUT,43888,3937,0,,0,0
2017,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,15,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Belgium,BEL,9080,1665,0,,0,0
2017,"Syrian Arab Rep.",SYR,Benin,BEN,7,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Belarus,BLR,87,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,21,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,Brazil,BRA,2905,4522,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,15,13,0,,0,0
2017,"Syrian Arab Rep.",SYR,Bulgaria,BGR,16549,407,0,,0,0
2017,"Syrian Arab Rep.",SYR,Canada,CAN,3095,807,0,,0,0
2017,"Syrian Arab Rep.",SYR,Chad,TCD,39,29,0,,0,0
2017,"Syrian Arab Rep.",SYR,China,CHN,42,32,0,,0,0
2017,"Syrian Arab Rep.",SYR,Chile,CHL,85,42,0,,0,0
2017,"Syrian Arab Rep.",SYR,Cameroon,CMR,15,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,Congo,COG,9,12,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,8,20,0,,0,0
2017,"Syrian Arab Rep.",SYR,Colombia,COL,8,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,9,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,Cuba,CUB,43,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Cyprus,CYP,5274,1585,0,,0,6000
2017,"Syrian Arab Rep.",SYR,Czechia,CZE,365,38,0,,0,0
2017,"Syrian Arab Rep.",SYR,Denmark,DNK,19221,285,0,,0,0
2017,"Syrian Arab Rep.",SYR,Djibouti,DJI,9,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Dominican Rep.",DOM,0,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Ecuador,ECU,39,115,0,,0,0
2017,"Syrian Arab Rep.",SYR,Estonia,EST,151,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Ethiopia,ETH,9,67,0,,0,0
2017,"Syrian Arab Rep.",SYR,Finland,FIN,2370,132,0,,0,0
2017,"Syrian Arab Rep.",SYR,France,FRA,12520,2394,0,,0,0
2017,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,9100,574,0,,0,0
2017,"Syrian Arab Rep.",SYR,Georgia,GEO,445,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,Germany,DEU,496674,70833,0,,0,0
2017,"Syrian Arab Rep.",SYR,Ghana,GHA,39,150,0,,0,0
2017,"Syrian Arab Rep.",SYR,Greece,GRC,13714,9605,0,,0,0
2017,"Syrian Arab Rep.",SYR,Croatia,HRV,194,79,0,,0,0
2017,"Syrian Arab Rep.",SYR,Hungary,HUN,925,108,0,,0,0
2017,"Syrian Arab Rep.",SYR,Iceland,ISL,58,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,12,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,India,IND,87,17,0,,0,0
2017,"Syrian Arab Rep.",SYR,Indonesia,IDN,35,27,0,,0,0
2017,"Syrian Arab Rep.",SYR,Ireland,IRL,718,138,0,,0,0
2017,"Syrian Arab Rep.",SYR,Iraq,IRQ,247057,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Italy,ITA,3618,1696,0,,0,0
2017,"Syrian Arab Rep.",SYR,Jamaica,JAM,5,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Jordan,JOR,653031,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Japan,JPN,66,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,17,23,0,,0,0
2017,"Syrian Arab Rep.",SYR,Kenya,KEN,0,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,69,12,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1122,68,0,,0,0
2017,"Syrian Arab Rep.",SYR,Kuwait,KWT,44,31,0,,0,0
2017,"Syrian Arab Rep.",SYR,Liberia,LBR,7,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Libya,LBY,257,21890,0,,0,0
2017,"Syrian Arab Rep.",SYR,Lebanon,LBN,992127,10,0,,0,2248
2017,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,14,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Lithuania,LTU,362,52,0,,0,0
2017,"Syrian Arab Rep.",SYR,Luxembourg,LUX,686,225,0,,0,0
2017,"Syrian Arab Rep.",SYR,Latvia,LVA,393,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Mauritania,MRT,464,112,0,,0,0
2017,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,15,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,204,18,0,,0,0
2017,"Syrian Arab Rep.",SYR,Mexico,MEX,23,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Mali,MLI,9,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Malaysia,MYS,372,1937,0,,0,0
2017,"Syrian Arab Rep.",SYR,Morocco,MAR,2953,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Malta,MLT,1289,252,0,,0,0
2017,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,47,0,,0,0
2017,"Syrian Arab Rep.",SYR,Mauritius,MUS,5,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Netherlands,NLD,30851,668,0,,0,0
2017,"Syrian Arab Rep.",SYR,Niger,NER,7,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Nigeria,NGA,154,60,0,,0,0
2017,"Syrian Arab Rep.",SYR,Norway,NOR,13349,448,0,,0,0
2017,"Syrian Arab Rep.",SYR,"New Zealand",NZL,65,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Oman,OMN,7,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Pakistan,PAK,29,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Panama,PAN,0,11,0,,0,0
2017,"Syrian Arab Rep.",SYR,Paraguay,PRY,53,26,0,,0,0
2017,"Syrian Arab Rep.",SYR,Peru,PER,38,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Philippines,PHL,74,40,0,,0,0
2017,"Syrian Arab Rep.",SYR,Poland,POL,512,18,0,,0,0
2017,"Syrian Arab Rep.",SYR,Portugal,PRT,307,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Qatar,QAT,34,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Romania,ROU,2282,167,0,,0,0
2017,"Syrian Arab Rep.",SYR,"South Africa",ZAF,45,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,1130,303,0,,0,0
2017,"Syrian Arab Rep.",SYR,"El Salvador",SLV,5,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,14,34,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,73,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Senegal,SEN,0,21,0,,0,0
2017,"Syrian Arab Rep.",SYR,Somalia,SOM,172,5,0,,0,0
2017,"Syrian Arab Rep.",SYR,Spain,ESP,11752,2255,0,,0,0
2017,"Syrian Arab Rep.",SYR,Sudan,SDN,11240,439,0,,0,0
2017,"Syrian Arab Rep.",SYR,Slovakia,SVK,17,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Slovenia,SVN,215,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,Sweden,SWE,103614,3531,0,,0,0
2017,"Syrian Arab Rep.",SYR,Switzerland,CHE,13639,3192,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SYR,0,0,6150005,,0,0
2017,"Syrian Arab Rep.",SYR,Thailand,THA,327,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,Togo,TGO,0,10,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,53,32,0,,0,0
2017,"Syrian Arab Rep.",SYR,Tunisia,TUN,603,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Turkey,TUR,3424237,162,0,,0,0
2017,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,128,1185,0,,0,0
2017,"Syrian Arab Rep.",SYR,Uganda,UGA,7,12,0,,0,0
2017,"Syrian Arab Rep.",SYR,Ukraine,UKR,483,520,0,,0,0
2017,"Syrian Arab Rep.",SYR,Uruguay,URY,61,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,"United States of America",USA,7282,3358,0,,0,0
2017,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2017,"Syrian Arab Rep.",SYR,Yemen,YEM,3286,496,0,,0,0
2018,"Syrian Arab Rep.",SYR,Albania,ALB,6,44,0,,0,0
2018,"Syrian Arab Rep.",SYR,Algeria,DZA,14,7485,0,,0,0
2018,"Syrian Arab Rep.",SYR,Egypt,EGY,132871,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Argentina,ARG,385,95,0,,0,410
2018,"Syrian Arab Rep.",SYR,Armenia,ARM,14701,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,Australia,AUS,582,100,0,,0,0
2018,"Syrian Arab Rep.",SYR,Austria,AUT,49179,1538,0,,0,0
2018,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,15,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Belgium,BEL,9080,2005,0,,0,0
2018,"Syrian Arab Rep.",SYR,Benin,BEN,12,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Belarus,BLR,66,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,21,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,Brazil,BRA,3455,4270,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,15,67,0,,0,0
2018,"Syrian Arab Rep.",SYR,Bulgaria,BGR,17161,215,0,,0,0
2018,"Syrian Arab Rep.",SYR,Canada,CAN,3558,803,0,,0,0
2018,"Syrian Arab Rep.",SYR,Chad,TCD,57,14,0,,0,0
2018,"Syrian Arab Rep.",SYR,China,CHN,53,19,0,,0,0
2018,"Syrian Arab Rep.",SYR,Chile,CHL,107,36,0,,0,0
2018,"Syrian Arab Rep.",SYR,Cameroon,CMR,22,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Congo,COG,12,19,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,5,20,0,,0,0
2018,"Syrian Arab Rep.",SYR,Colombia,COL,8,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,9,12,0,,0,0
2018,"Syrian Arab Rep.",SYR,Cuba,CUB,44,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Cyprus,CYP,6259,2553,0,,0,6000
2018,"Syrian Arab Rep.",SYR,Czechia,CZE,448,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,Denmark,DNK,19698,290,0,,0,0
2018,"Syrian Arab Rep.",SYR,Djibouti,DJI,10,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Ecuador,ECU,102,90,0,,0,0
2018,"Syrian Arab Rep.",SYR,Estonia,EST,146,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Ethiopia,ETH,9,70,0,,0,0
2018,"Syrian Arab Rep.",SYR,Finland,FIN,2497,73,0,,0,0
2018,"Syrian Arab Rep.",SYR,France,FRA,15822,3352,0,,0,0
2018,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,9720,685,0,,0,0
2018,"Syrian Arab Rep.",SYR,Georgia,GEO,428,24,0,,0,0
2018,"Syrian Arab Rep.",SYR,Germany,DEU,532065,52396,0,,0,0
2018,"Syrian Arab Rep.",SYR,Ghana,GHA,157,85,0,,0,0
2018,"Syrian Arab Rep.",SYR,Greece,GRC,23931,14104,0,,0,0
2018,"Syrian Arab Rep.",SYR,Guinea,GIN,5,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Croatia,HRV,398,29,0,,0,0
2018,"Syrian Arab Rep.",SYR,Hungary,HUN,971,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Iceland,ISL,87,29,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,92,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,India,IND,83,17,0,,0,0
2018,"Syrian Arab Rep.",SYR,Indonesia,IDN,29,18,0,,0,0
2018,"Syrian Arab Rep.",SYR,Ireland,IRL,2126,66,0,,0,0
2018,"Syrian Arab Rep.",SYR,Iraq,IRQ,252526,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Italy,ITA,4652,1197,0,,0,0
2018,"Syrian Arab Rep.",SYR,Jamaica,JAM,5,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Jordan,JOR,676283,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Japan,JPN,69,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,15,15,0,,0,0
2018,"Syrian Arab Rep.",SYR,Kenya,KEN,0,11,0,,0,0
2018,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,77,14,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1177,59,0,,0,0
2018,"Syrian Arab Rep.",SYR,Kuwait,KWT,73,50,0,,0,0
2018,"Syrian Arab Rep.",SYR,Liberia,LBR,10,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Libya,LBY,552,23173,0,,0,0
2018,"Syrian Arab Rep.",SYR,Lebanon,LBN,944181,5,0,,0,2033
2018,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,14,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Lithuania,LTU,435,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,Luxembourg,LUX,686,160,0,,0,0
2018,"Syrian Arab Rep.",SYR,Latvia,LVA,384,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Mauritania,MRT,332,47,0,,0,0
2018,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,17,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,213,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Mexico,MEX,28,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Mali,MLI,9,330,0,,0,0
2018,"Syrian Arab Rep.",SYR,Malaysia,MYS,421,2406,0,,0,0
2018,"Syrian Arab Rep.",SYR,Morocco,MAR,3506,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Malta,MLT,1497,370,0,,0,0
2018,"Syrian Arab Rep.",SYR,Montenegro,MNE,5,47,0,,0,0
2018,"Syrian Arab Rep.",SYR,Mauritius,MUS,5,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Netherlands,NLD,32092,1687,0,,0,0
2018,"Syrian Arab Rep.",SYR,Niger,NER,11,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Nigeria,NGA,224,75,0,,0,0
2018,"Syrian Arab Rep.",SYR,Norway,NOR,13914,233,0,,0,0
2018,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,"New Zealand",NZL,68,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Oman,OMN,7,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Pakistan,PAK,29,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Panama,PAN,0,12,0,,0,0
2018,"Syrian Arab Rep.",SYR,Paraguay,PRY,63,22,0,,0,0
2018,"Syrian Arab Rep.",SYR,Peru,PER,44,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Philippines,PHL,105,33,0,,0,0
2018,"Syrian Arab Rep.",SYR,Poland,POL,531,20,0,,0,0
2018,"Syrian Arab Rep.",SYR,Portugal,PRT,602,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Qatar,QAT,34,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Romania,ROU,2292,150,0,,0,0
2018,"Syrian Arab Rep.",SYR,"South Africa",ZAF,45,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,828,174,0,,0,0
2018,"Syrian Arab Rep.",SYR,"El Salvador",SLV,5,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,103,2063,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,74,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Senegal,SEN,0,14,0,,0,0
2018,"Syrian Arab Rep.",SYR,Somalia,SOM,206,14,0,,0,0
2018,"Syrian Arab Rep.",SYR,Spain,ESP,13765,2320,0,,0,0
2018,"Syrian Arab Rep.",SYR,Sudan,SDN,93502,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Slovakia,SVK,14,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Slovenia,SVN,290,23,0,,0,0
2018,"Syrian Arab Rep.",SYR,Sweden,SWE,109343,2353,0,,0,0
2018,"Syrian Arab Rep.",SYR,Switzerland,CHE,16565,1789,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Syrian Arab Rep.",SYR,0,0,6183920,,0,0
2018,"Syrian Arab Rep.",SYR,Thailand,THA,276,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Togo,TGO,0,10,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Trinidad and Tobago",TTO,57,37,0,,0,0
2018,"Syrian Arab Rep.",SYR,Tunisia,TUN,927,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Turkey,TUR,3622366,111,0,,0,0
2018,"Syrian Arab Rep.",SYR,"United Arab Emirates",ARE,287,5820,0,,0,10
2018,"Syrian Arab Rep.",SYR,Uganda,UGA,5,5,0,,0,0
2018,"Syrian Arab Rep.",SYR,Ukraine,UKR,457,489,0,,0,0
2018,"Syrian Arab Rep.",SYR,Uruguay,URY,61,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,"United States of America",USA,7998,3057,0,,0,0
2018,"Syrian Arab Rep.",SYR,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2018,"Syrian Arab Rep.",SYR,Yemen,YEM,3446,406,0,,0,0
2018,"Syrian Arab Rep.",SYR,Zambia,ZMB,8,10,0,,0,0
2019,"Syrian Arab Rep.",SYR,Albania,ALB,13,0,0,,0,29
2019,"Syrian Arab Rep.",SYR,Algeria,DZA,7757,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Egypt,EGY,129210,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Argentina,ARG,401,73,0,,0,443
2019,"Syrian Arab Rep.",SYR,Armenia,ARM,14730,16,0,,0,0
2019,"Syrian Arab Rep.",SYR,Australia,AUS,2239,81,0,,0,0
2019,"Syrian Arab Rep.",SYR,Austria,AUT,51955,1304,0,,0,0
2019,"Syrian Arab Rep.",SYR,Azerbaijan,AZE,20,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Belgium,BEL,16604,1019,0,,0,0
2019,"Syrian Arab Rep.",SYR,Benin,BEN,12,13,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Burkina Faso",BFA,5,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Belarus,BLR,68,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Bolivia (Plurinational State of)",BOL,21,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Brazil,BRA,3761,4242,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Bosnia and Herzegovina",BIH,21,46,0,,0,148
2019,"Syrian Arab Rep.",SYR,Bulgaria,BGR,17551,297,0,,0,0
2019,"Syrian Arab Rep.",SYR,Canada,CAN,5,303,0,,0,0
2019,"Syrian Arab Rep.",SYR,Chad,TCD,35,10,0,,0,0
2019,"Syrian Arab Rep.",SYR,China,CHN,50,13,0,,0,0
2019,"Syrian Arab Rep.",SYR,Chile,CHL,112,33,0,,0,0
2019,"Syrian Arab Rep.",SYR,Cameroon,CMR,24,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Congo,COG,0,13,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Dem. Rep. of the Congo",COD,5,26,0,,0,0
2019,"Syrian Arab Rep.",SYR,Colombia,COL,8,10,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Costa Rica",CRI,5,24,0,,0,0
2019,"Syrian Arab Rep.",SYR,Cuba,CUB,40,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Cyprus,CYP,7372,4073,0,,0,4000
2019,"Syrian Arab Rep.",SYR,Czechia,CZE,408,18,0,,0,0
2019,"Syrian Arab Rep.",SYR,Denmark,DNK,20046,210,0,,0,0
2019,"Syrian Arab Rep.",SYR,Djibouti,DJI,10,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Ecuador,ECU,146,38,0,,0,0
2019,"Syrian Arab Rep.",SYR,Estonia,EST,127,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Ethiopia,ETH,0,410,0,,0,0
2019,"Syrian Arab Rep.",SYR,Finland,FIN,2585,77,0,,0,0
2019,"Syrian Arab Rep.",SYR,France,FRA,18244,3244,0,,0,0
2019,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,10389,1228,0,,0,0
2019,"Syrian Arab Rep.",SYR,Georgia,GEO,91,26,0,,0,341
2019,"Syrian Arab Rep.",SYR,Germany,DEU,572818,41280,0,,0,0
2019,"Syrian Arab Rep.",SYR,Ghana,GHA,167,113,0,,0,0
2019,"Syrian Arab Rep.",SYR,Greece,GRC,26696,16165,0,,0,0
2019,"Syrian Arab Rep.",SYR,Guinea,GIN,14,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Croatia,HRV,527,10,0,,0,18
2019,"Syrian Arab Rep.",SYR,Hungary,HUN,934,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Iceland,ISL,109,21,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Cote d'Ivoire",CIV,132,11,0,,0,0
2019,"Syrian Arab Rep.",SYR,India,IND,70,29,0,,0,0
2019,"Syrian Arab Rep.",SYR,Indonesia,IDN,23,19,0,,0,0
2019,"Syrian Arab Rep.",SYR,Ireland,IRL,2882,54,0,,0,0
2019,"Syrian Arab Rep.",SYR,Iraq,IRQ,245810,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Italy,ITA,4781,917,0,,0,0
2019,"Syrian Arab Rep.",SYR,Jordan,JOR,654692,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Japan,JPN,69,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,14,19,0,,0,0
2019,"Syrian Arab Rep.",SYR,Kenya,KEN,5,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,86,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Rep. of Korea",KOR,1199,60,0,,0,0
2019,"Syrian Arab Rep.",SYR,Kuwait,KWT,106,100,0,,0,0
2019,"Syrian Arab Rep.",SYR,Liberia,LBR,11,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Libya,LBY,612,16738,0,,0,0
2019,"Syrian Arab Rep.",SYR,Lebanon,LBN,910586,0,0,,0,1932
2019,"Syrian Arab Rep.",SYR,Liechtenstein,LIE,32,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Sri Lanka",LKA,5,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Lithuania,LTU,453,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Luxembourg,LUX,951,200,0,,0,0
2019,"Syrian Arab Rep.",SYR,Latvia,LVA,354,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Madagascar,MDG,5,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Mauritania,MRT,355,36,0,,0,0
2019,"Syrian Arab Rep.",SYR,"North Macedonia",MKD,17,14,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Rep. of Moldova",MDA,210,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Mexico,MEX,29,10,0,,0,0
2019,"Syrian Arab Rep.",SYR,Mali,MLI,20,413,0,,0,0
2019,"Syrian Arab Rep.",SYR,Malaysia,MYS,425,2861,0,,0,0
2019,"Syrian Arab Rep.",SYR,Morocco,MAR,3676,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Malta,MLT,1706,482,0,,0,0
2019,"Syrian Arab Rep.",SYR,Montenegro,MNE,0,14,0,,0,0
2019,"Syrian Arab Rep.",SYR,Netherlands,NLD,31694,3092,0,,0,0
2019,"Syrian Arab Rep.",SYR,Niger,NER,7,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Nigeria,NGA,263,132,0,,0,0
2019,"Syrian Arab Rep.",SYR,Norway,NOR,14359,252,0,,0,0
2019,"Syrian Arab Rep.",SYR,Nauru,NRU,0,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,"New Zealand",NZL,172,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Oman,OMN,8,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Pakistan,PAK,43,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Panama,PAN,0,12,0,,0,0
2019,"Syrian Arab Rep.",SYR,Paraguay,PRY,88,11,0,,0,0
2019,"Syrian Arab Rep.",SYR,Peru,PER,42,12,0,,0,0
2019,"Syrian Arab Rep.",SYR,Philippines,PHL,115,41,0,,0,0
2019,"Syrian Arab Rep.",SYR,Poland,POL,542,23,0,,0,0
2019,"Syrian Arab Rep.",SYR,Portugal,PRT,768,5,0,,0,0
2019,"Syrian Arab Rep.",SYR,Qatar,QAT,34,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,Romania,ROU,2090,146,0,,0,0
2019,"Syrian Arab Rep.",SYR,"South Africa",ZAF,45,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Russian Federation",RUS,593,110,0,,0,0
2019,"Syrian Arab Rep.",SYR,"El Salvador",SLV,5,0,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Saudi Arabia",SAU,152,2220,0,,0,0
2019,"Syrian Arab Rep.",SYR,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,25,24,0,,0,678
2019,"Syrian Arab Rep.",SYR,Senegal,SEN,0,14,0,,0,0
